State_x,District_x,Subdistt,Town/Village,Ward,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,Pincode,Pincode_Method,Pincode_Status,LG_ST_Code,State_y,LG_DT_Code,District_y,Agriculture,Dairy & Animal Husbandry,Fishery,Mining & Quarrying,Manufacturer,Food Processing,Textile & Garments,Tailor,Construction,Wholesaler,Retailer,Wholesale & Retail,Repair & Maintenance,Automobile & Vehicle Services,Transport & Logistics,Hotel & Accommodation,Restaurant & Food Service,Beauty & Personal Care,Healthcare & Pharmacy,Education & Training,IT & Telecommunication,Finance & Professional Services,Real Estate & Rental,Personal & Other Services,Other
9,157,820,143200,0,VILLAGE,Usarana,Rural,508,2770,1462,1308,1490,879,611,1280,583,697,995,226009,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,16.0,0.0,5.0,85.0,21.0,30.0,6.0,61.0,39.0,78.0,0.0,52.0,1.0,112.0,5.0,19.0,17.0,8.0,11.0,13.0,22.0,11.0,3.0,147.0
9,157,820,143201,0,VILLAGE,Karsanda,Rural,95,574,298,276,313,197,116,261,101,160,123,226008,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,56.0,134.0,0.0,50.0,1527.0,150.0,268.0,50.0,588.0,377.0,858.0,0.0,547.0,53.0,642.0,73.0,212.0,145.0,69.0,123.0,166.0,183.0,272.0,32.0,1399.0
9,157,820,143202,0,VILLAGE,Kishunpur,Rural,211,1210,642,568,648,399,249,562,243,319,304,226007,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,5.0,24.0,0.0,4.0,278.0,42.0,91.0,7.0,130.0,113.0,187.0,0.0,104.0,6.0,60.0,20.0,66.0,32.0,18.0,70.0,50.0,100.0,59.0,16.0,380.0
9,157,820,143203,0,VILLAGE,Dilvasi,Rural,219,1132,609,523,631,389,242,501,220,281,288,226006,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,18.0,42.0,0.0,22.0,562.0,81.0,169.0,25.0,223.0,218.0,377.0,0.0,238.0,16.0,157.0,50.0,159.0,73.0,55.0,105.0,118.0,248.0,122.0,30.0,752.0
9,157,820,143204,0,VILLAGE,Patti,Rural,144,755,399,356,404,242,162,351,157,194,194,226005,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,37.0,108.0,0.0,48.0,1276.0,223.0,533.0,67.0,609.0,520.0,1027.0,0.0,660.0,41.0,494.0,84.0,359.0,240.0,110.0,179.0,255.0,456.0,216.0,70.0,1878.0
9,157,820,143205,0,VILLAGE,Khanpur,Rural,139,771,413,358,270,159,111,501,254,247,339,226004,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,32.0,91.0,0.0,35.0,1643.0,269.0,515.0,56.0,344.0,783.0,1052.0,0.0,541.0,34.0,547.0,119.0,286.0,103.0,37.0,107.0,211.0,285.0,227.0,84.0,1299.0
9,157,820,143206,0,VILLAGE,Bhatesua,Rural,169,777,408,369,501,299,202,276,109,167,226,226003,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,149.0,335.0,0.0,179.0,5878.0,607.0,2450.0,284.0,1088.0,1637.0,2926.0,0.0,1522.0,111.0,1161.0,157.0,748.0,351.0,305.0,314.0,462.0,795.0,598.0,201.0,3748.0
9,157,820,143207,0,VILLAGE,Atesua,Rural,592,3290,1742,1548,1840,1087,753,1450,655,795,900,228501,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143208,0,VILLAGE,Hanumantpur,Rural,249,1449,747,702,709,432,277,740,315,425,473,225601,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143209,0,VILLAGE,Chandanapur,Rural,239,1267,661,606,770,452,318,497,209,288,420,225416,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143210,0,VILLAGE,Ashnaha,Rural,270,1443,766,677,816,497,319,627,269,358,486,225415,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143211,0,VILLAGE,Bhikharipur,Rural,96,588,307,281,238,157,81,350,150,200,242,225414,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143212,0,VILLAGE,Lalpur,Rural,121,695,379,316,377,242,135,318,137,181,174,225413,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143213,0,VILLAGE,Shahpur Najol,Rural,125,634,324,310,365,204,161,269,120,149,187,225412,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143214,0,VILLAGE,Kunaura,Rural,267,1503,808,695,717,451,266,786,357,429,945,225411,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143215,0,VILLAGE,Umariya,Rural,131,732,378,354,276,169,107,456,209,247,336,225409,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,157,820,143216,0,VILLAGE,Muspipari,Rural,384,2149,1131,1018,1175,722,453,974,409,565,602,225408,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,157,820,143217,0,VILLAGE,Himmatpur,Rural,104,545,284,261,328,196,132,217,88,129,222,225407,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143218,0,VILLAGE,Godhana,Rural,213,1191,629,562,637,377,260,554,252,302,320,225406,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,157,820,143219,0,VILLAGE,Narayanpur,Rural,106,524,264,260,303,173,130,221,91,130,129,225405,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,157,820,143220,0,VILLAGE,Kuverpur,Rural,40,193,103,90,114,68,46,79,35,44,53,225404,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,157,820,143221,0,VILLAGE,Puhuppur,Rural,204,1002,530,472,405,257,148,597,273,324,281,225403,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143222,0,VILLAGE,Subanshipur,Rural,125,730,391,339,376,238,138,354,153,201,393,229001,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0
9,157,820,143223,0,VILLAGE,Haloopur,Rural,64,312,151,161,114,65,49,198,86,112,85,225401,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143224,0,VILLAGE,Rampur Babu,Rural,136,727,389,338,482,304,178,245,85,160,223,225400,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,157,820,143225,0,VILLAGE,Bhargahana,Rural,254,1279,672,607,766,450,316,513,222,291,614,229010,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9,157,820,143226,0,VILLAGE,Mahgava,Rural,479,2737,1442,1295,1437,852,585,1300,590,710,1076,229011,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143227,0,VILLAGE,Khomau,Rural,237,1316,679,637,907,517,390,409,162,247,440,229012,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143228,0,VILLAGE,Narosa,Rural,506,2848,1474,1374,1353,859,494,1495,615,880,867,229017,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143229,0,VILLAGE,Darauna,Rural,47,375,190,185,224,133,91,151,57,94,112,229019,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143230,0,VILLAGE,Indara,Rural,385,2136,1152,984,1347,830,517,789,322,467,725,229028,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143231,0,VILLAGE,Khajuri,Rural,100,517,279,238,323,204,119,194,75,119,165,229029,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143232,0,VILLAGE,Karimnagar,Rural,140,706,372,334,407,247,160,299,125,174,266,225306,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
9,157,820,143233,0,VILLAGE,Tikari,Rural,174,1044,571,473,527,329,198,517,242,275,368,225305,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0
9,157,820,143234,0,VILLAGE,Subhan Nagar Arigawan,Rural,177,926,487,439,511,320,191,415,167,248,258,225304,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143235,0,VILLAGE,Palia,Rural,187,1045,568,477,538,336,202,507,232,275,451,225303,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143236,0,VILLAGE,Mohmmadpur Garhi,Rural,235,1309,662,647,684,396,288,625,266,359,567,229103,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
9,157,820,143237,0,VILLAGE,Gulalpur,Rural,319,1783,933,850,800,462,338,983,471,512,514,225302,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,3.0,26.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,7.0,1.0,12.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0
9,157,820,143238,0,VILLAGE,Saranva,Rural,217,1089,570,519,472,278,194,617,292,325,563,225301,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,4.0,2.0,0.0,0.0,7.0,2.0,4.0,0.0,1.0,4.0,3.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0
9,157,820,143239,0,VILLAGE,Parsahia,Rural,280,1582,866,716,938,608,330,644,258,386,569,229121,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143240,0,VILLAGE,Aldampur,Rural,265,1500,803,697,807,490,317,693,313,380,615,229122,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143241,0,VILLAGE,Kumhrava,Rural,563,3087,1654,1433,1995,1178,817,1092,476,616,897,229123,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,157,820,143242,0,VILLAGE,Bajpur Gangaura,Rural,129,713,388,325,412,262,150,301,126,175,168,229127,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143243,0,VILLAGE,Dariapur,Rural,170,862,464,398,487,304,183,375,160,215,282,229130,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143244,0,VILLAGE,Hemi,Rural,106,599,321,278,382,220,162,217,101,116,193,225208,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143245,0,VILLAGE,Unai,Rural,194,1018,554,464,539,351,188,479,203,276,307,225207,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143246,0,VILLAGE,Jalalpur,Rural,401,2270,1204,1066,1116,696,420,1154,508,646,967,225206,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9,157,820,143247,0,VILLAGE,Khesravan,Rural,187,992,530,462,467,295,172,525,235,290,379,225205,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
9,157,820,143248,0,VILLAGE,Prithvipur,Rural,0,0,0,0,0,0,0,0,0,0,0,225204,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143249,0,VILLAGE,Chak Prithvipur,Rural,227,1222,624,598,718,413,305,504,211,293,507,229201,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,157,820,143250,0,VILLAGE,Arjunpur,Rural,193,1089,595,494,757,455,302,332,140,192,313,225203,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143251,0,VILLAGE,Kamalpur Sirsa,Rural,153,817,431,386,494,284,210,323,147,176,270,229203,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143252,0,VILLAGE,Bibipur,Rural,335,1996,1054,942,1327,798,529,669,256,413,741,229204,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143253,0,VILLAGE,Chak Bibipur,Rural,16,87,51,36,50,35,15,37,16,21,28,225202,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,157,820,143254,0,VILLAGE,Chak Bankat,Rural,105,532,280,252,281,171,110,251,109,142,117,229206,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,157,820,143255,0,VILLAGE,Daulatpur,Rural,122,629,324,305,351,195,156,278,129,149,227,221206,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143256,0,VILLAGE,Devari Rokhara,Rural,599,3205,1681,1524,2033,1230,803,1172,451,721,1040,225201,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143257,0,VILLAGE,Tikari,Rural,227,1233,644,589,751,470,281,482,174,308,615,229208,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,157,820,143258,0,VILLAGE,Sultanpur,Rural,535,2874,1521,1353,1529,910,619,1345,611,734,1245,229212,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143259,0,VILLAGE,Shahpur Raja,Rural,128,758,409,349,495,298,197,263,111,152,190,229216,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143260,0,VILLAGE,Bhikhampur,Rural,94,506,275,231,256,160,96,250,115,135,113,225131,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143261,0,VILLAGE,Singhamau,Rural,277,1548,799,749,1056,628,428,492,171,321,468,225126,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,157,820,143262,0,VILLAGE,Bargadikala,Rural,314,1777,916,861,1159,690,469,618,226,392,714,225125,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,157,820,143263,0,VILLAGE,Mandauli Khurd,Rural,271,1456,772,684,943,578,365,513,194,319,464,225124,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,11.0
9,157,820,143264,0,VILLAGE,Beharkaraundi,Rural,64,331,164,167,196,122,74,135,42,93,164,225123,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143265,0,VILLAGE,Shivpuri,Rural,648,3747,1961,1786,1987,1182,805,1760,779,981,1443,225122,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9,157,820,143266,0,VILLAGE,Kathwara,Rural,1303,6740,3528,3212,3824,2227,1597,2916,1301,1615,2197,202280,verified_name_population_match,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,157,820,143267,0,VILLAGE,Shivkhar,Rural,71,410,211,199,164,95,69,246,116,130,106,225121,tehsil_mode_best_effort,existing_village_mapping,9,UTTAR PRADESH,162,LUCKNOW,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
